id,objectid,display_template,object_location,image_small,image_thumb,image_alt_text,title,creator,partof_title,creator_partof,place,publisher,volume,date,pages,format,fulltext,notes,subject,call_number,collection,title_item,author_item,in,author_book,title_book
4792,object04792,record,,,,,Sackville News: Tides at Sackville - Immense Damage - Trout Hatchery a Success - To the West - Personal,"Smith, Alfred Deane",Saint John Globe,,,,,"November 19, 1906",,,,,"Tides;Dykes;King's Marsh;Hay;Marshes;Floods;Saxby Tide;Bulmer, Seth;West Marsh;Timothy;Frosty Hollow;Trout Hatchery;Ram Pasture Marsh;Fawcett Farm;Clover;Mills;Emigration;West;Doull, J. Wesley;Doull, Lucy;Wood, Josiah 1843-1927;MLAs;Travelling;Baptist Church;Laundries;Carriage Factories;Borden, Byron Crane;Andrews, Wilbur W.;Doull, Fred;Regina;Stoughton;Palmer, Eliza;Senators;Campbell, G.M.;Carey, Leslie Clement;General Stores;University Residence;Dining Room;Science Building;Macadamite;Doull, William;Wayburn;Palmer, Fannie;Palmer, Phillip;Wood, William;Bible Society;Bridge Street;Rayworth, Bill;Ladies College;Evans, E.G.;Chemistry;Evolution",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: Tides at Sackville - Immense Damage - Trout Hatchery a Success - To the West - Personal,"Smith, Alfred Deane",,,Saint John Globe
4793,object04793,record,,,,,Sackville News: The Water Works - Movement of the Townspeople - Tired Athletes,"Smith, Alfred Deane",Saint John Globe,,,,,"November 12, 1906",,Microform,,,"Hotels;Boultenhouse's Corner;Salem Street;McKenzie, Charles;West;Milner, William Cochrane 1846 - 1939;Captains;Pickard, Humphrey 1813-1890;Weldon, R.C.;Houses;Honey;Apiaries;Brunswick House;Hallett, Carl;Water Pipes;Pringle, William Captain 1841-1915;Butchers;Boys Academy;California;Squire Street;Medical Doctors;Black, Silas;Putnam, Mr.;Bowser, Eugene;Football;Bell, Ralph Pickard 1886-1975;Waterworks;Reservoir;Emigration;Harrison, M.A.;Academy;Principals;Hickey, John;Weldon Street;Atkinson, Bannford?  Mrs.;Fawcett, Carey;Royal Bank;York Street;Sports",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: The Water Works - Movement of the Townspeople - Tired Athletes,"Smith, Alfred Deane",,,Saint John Globe
4794,object04794,record,,,,,Sackville News: Swamp Reclaimed – Splendid Racing Plant Established – Personal,"Smith, Alfred Deane",Saint John Globe,,,,,"July 22, 1907",,Microform;Full Text,"FT: Excerpt “....By extensive draining operations combined with the tidal deposit of fertilizing mud the vast Missiquash Marsh, lying to the eastward of Point de Bute ridge, is being evolved from what was not long ago an impassable and useless swamp. For five miles up from Mount Whatley the Missiquash River has been converted by the steam dredge into an excellent canal and for three miles of the five, a lateral system of canals and ditches has been excavated. To reach the end of the marsh the river will have to be dredged for a couple of miles further and, when this is done, there will be four miles of the main canal to be supplemented by the same subsidiary drainage system which is in operation along the lower three miles of the canal. It will be seen therefor, that, while much has been done in connection with this great work of reclamation, much yet remains to be done. Last year the total revenues of the marsh, derived from pasturage fees and hay sold, sufficed to pay running expenses, and to clear for the proprietors a dividend of two percent. Owing to extensive winter kill the yield of grass this season may not be so much in advance of last season’s cut, as it actually should be, but the excellent growing weather which has prevailed for the lst three weeks is daily rendering the outlook more encouraging.

Down at the Agricultural Society’s grounds the new half mile race track is well on its way to completion, and the contractor Charles Mitten has begun the work of putting up the grand stand, judge’s stand, etc. etc.",,"Marsh Reclamation;Dredges;Canals;Hay;Societies;Agriculture;Racing;Pringle, William Captain 1841-1915;Race Tracks;Sports;Railway Stations;Contractors;Allison, David;Paisley, Charles H.;Hunton, Sydney W.;Watson, William Gladstone;Lucas, A.;Hunton, Edith;Andrews, Wilbur W.;Doull, Fred;Bridge Street;Houses;Goodwin, W.I.;Weldon Street;Harrison, William H.;Halifax Banking Company;Easterbrooks, Thomas;Lansdown Street;Crowell, C.E.;Domestic Science;Massey-Treble, Lillian;Scholarships;Ladies College;Paterson, Effie;Women’s Institutes",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: Swamp Reclaimed – Splendid Racing Plant Established – Personal,"Smith, Alfred Deane",,,Saint John Globe
4795,object04795,record,,,,,Sackville News: Going West – New Road being Made – Merchants’ Day a success – Deaths,"Smith, Alfred Deane",Saint John Globe,,,,,"July 29, 1907",,Full Text;Microform,"FT Excerpt:
The persons in Sackville – aldermen and others – who have been discussing the wharf problem and have been devising schemes for the municiple ownership of the wharves down at the Landing and for getting the government to repair and remodel the same, have not considered what has for some time been going on in the Tantramar River.  The tidal action is rapidly wearing away the isthmus which to the bank of the river the peninsula  known as the Ram Pasture, which is directly across the stream from the place where the wharves are situated. When the river finds vent through this isthmus and deserts its present circuitous channel round the peninsula aforesaid, this channel will inevitably  fill up and the wharves, owing to the deposit of the tidal mud, will eventually be put out of commission. In that event new wharves would have to be built further up stream probably in the vicinity of the covered bridge so as to be accessible by a highway. A number of years ago, when a similar catastrophe appeared to be pending, the government fortified the seaward side of the neck or isthmus by driving in a number of piles and thus stayed the catastrophe.",,"Fawcett, Albert T.;California;Veterinarians;Fawcett, Fred;Fawcett Farm;Wharves;Ram Pasture Marsh;Tantramar River;Dredging;Dredges;Roads;Mill Ponds;Morice’s Pond;Strawberries;Aboiteaux;Ogsett;Westcock;Bulmer’s Mills;Wood, Hester;Artists;Trueman, Stephen;Wells, Eliza;McLeod, William Mrs.;Obituaries;Social Events;Baird, J.M.;Charters, Timothy Mrs.;Egan, John;Boultenhouse Corners;Merchants’ Day;Advertising;Promotions;Special Trains;Merchants;Avard, Clement Chandler 1875-1956;Stewart, Charles D.;Dry Goods;Fowler, E.H.;Tailors",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: Going West – New Road being Made – Merchants’ Day a success – Deaths,"Smith, Alfred Deane",,,Saint John Globe
4796,object04796,record,,,,,Sackville News: An Art Exhibition - Personal Items - Bank men Transferred - The Latest Number of Allisonia,"Smith, Alfred Deane",Saint John Globe,,,,,"December 17, 1906",,Microform,,,"Hammond, John;China Painting;Faculty;Milner, William Captain;Captains;Avard, Angus;Botsford, Blair;Emigration;Harper, Frank;Paisley, Charles H.;Methodist Church;Smith, Ernest;Baie Verte;Druggists;Pharmacists;Acetylene gas;New Brunswick Telephone Company;Eclectic Society;Benefactors;Atkinson, Herbert C.;Outerbridge, Howard W.;Paintings;McLeod, Bessie;Tantramar Marsh;Marshes;Houses;McHaffy, Mary;Denver;Powell, H.A. Mrs.;Nobles, B.N.;Scott Act;Smith, Arthur;Dixon, Edward;Bank of Nova Scotia;Lighting;York Street;Ladies College;Methodist Chapel;Marathons;Patterson, George;Exhibitions;Fine Arts;Montreal;Hamilton, C.W.;Westcock;McHaffy, Captain;Nurses;Libraries;Main Street Baptist Church;Temperance;Prescott, T.H.;Dixon, Amasa 1841-;Pharmacists;Druggists;Intercolonial Hotel;Allisonia;Hart, Jairus;Road Racing;Hunton, Sydney",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: An Art Exhibition - Personal Items - Bank men Transferred - The Latest Number of Allisonia,"Smith, Alfred Deane",,,Saint John Globe
4797,object04797,record,,,,,Sackville News: Christmas at the Educational Institutions - Legal Work - Personal,"Smith, Alfred Deane",Saint John Globe,,,,,"December 24, 1906",,,,,"Pianos;Borden, Byron Crane;Boston;Faculty;Recruitment;Flemington, Charles;Class of 1899;Class of 1901;Enrolment;Ladies College;Piano Teachers;Music;Tucker, Miss;Andrews, Wilbur W.;Pointe De Bute;Lawyers;Powell and Bennett;Coulthard, Miss;Matrons;Housekeepers;Lumbering;John Johnson and Sons;Grand Anse;Robinson, Burwash;Allison, David;Tweedie, William Morley;McCord, George R.;Trites, Raleigh;Bowser, Thomas;Ford, George E.;Ford's Store;Ogden, Greta;Ogden, William;Mundy, Mrs.;Inch, James Robert;Andrews, Wilbur W.;Tweedie, William Morley;University Residence;Christmas;Wood, Laura Sophia Trueman d.1935;Wood, William;Water Service;Wry, Albert;Bridge Street;Fawcett, James;Houses;Obituaries",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: Christmas at the Educational Institutions - Legal Work - Personal,"Smith, Alfred Deane",,,Saint John Globe
4798,object04798,record,,,,,Sackville News: Movements of the University People - The Intercollegiate Debate - Specimans for the Museums,"Smith, Alfred Deane",Saint John Globe,,,,,"December 31, 1906",,,,,"Borden, Byron Crane;Travelling;Class of 1866;Borden, R.A.;Coulthard, Helen;Archibald, Raymond Clare;Webb, Florence;Piano Teachers;Faculty;Crowell, John William;University Residence;Renovations;Pipes;Debates;Debating;Acadia;Read, Herbert C.;Class of 1905;Engineering;Harvard College;McGill University;Bigelow, Harold Eugene;Class of 1903;Rogers, G.D.;Class of 1904;Fullerton, V.B.;Loney, G.R.;Class of 1906;Rhodes Scholarships;Andrews, Wilbur W.;Museums;Silicon;Jeffreye, N.;Missionaries;Science;Blaikie, T.D.;Class of 1888",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: Movements of the University People - The Intercollegiate Debate - Specimans for the Museums,"Smith, Alfred Deane",,,Saint John Globe
4799,object04799,record,,,,,Sackville news: After the Holidays - A Good Orchestera - Law Partnerships - Wharf System May be Enlarged,"Smith, Alfred Deane",Saint John Globe,,,,,"January 7, 1907",,,,,"Ladies College;Faculty;Gibson, Miss;Piano Teachers;Students;Recruitment;Chapman Charlotte;Pickup, Helen;Archibald, Raymond Clare;Concerts;Covered Bridge;Bridges;Aldermen;Pickard, Charles;Electric lights;Pianos;Organs;Violins;Violas;Violincellos;Doule Basses;Drums;Musical Instruments;Orchestras;Doull, Theophilas;Pews;Town Councils;Lighting;Streets;Sackville Board of Trade;Black, Frank Bunting;Borden, Byron Crane;Books;University Library;Libraries;McCord, George R.;Copp, Arthur B.;MLAs;Copp Building;Bridge Street;Doull, J.W.;Allison, David;Sales;Meetings;Wharves;Sackville Restaurants;Oysters;Secord, Dr.;Medical Doctors",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville news: After the Holidays - A Good Orchestera - Law Partnerships - Wharf System May be Enlarged,"Smith, Alfred Deane",,,Saint John Globe
4800,object04800,record,,,,,Sackville news: Mt. A Man Has Won Distiction in Biology - A Delightful European Trip Planned - Items Around the Town,"Smith, Alfred Deane",Saint John Globe,,,,,"January 11, 1907",,,,,"Gates, Reginald Ruggles   - 1955;Class of 1903;Scholarships;Chicago University;Science;Discoveries;Research;Germs;Chromosomes;Botannical Gazette;England, H.C.;Class of 1899;Travelling;Europe;Borden, Byron Crane;Sprague, Annie;Student Trips;England;Scotland;Germany;Booth, Rose;Piano Teachers;Faculty;Wharves;Doull, J.W.;Houses;Read, Caleb;Lansdown Street;Powell, Henry A.;Wiggins, C.F. Rev.;Skating Parties;Copp's Rink;Rinks;YMCA;Eurhetorian Society;Parkin, G.R.;Sports",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville news: Mt. A Man Has Won Distiction in Biology - A Delightful European Trip Planned - Items Around the Town,"Smith, Alfred Deane",,,Saint John Globe
4801,object04801,record,,,,,Sackville News: Frigid Weather - A Budget of News of the Townspeople - Successful Concert,"Smith, Alfred Deane",Saint John Globe,,,,,"January 21, 1907",,,,,"Weather;Cold;Rayworth, B.C.;Dances;Windsor Hotel;Acadia;Debates;Debating;Influenza;Western Union Telegraph Company;Telegraph Companies;Rainnie, Roland;Rainnie, Mabel;Andrews, Wilbur W.;Coal;Fuel;Science Building;Bible Union;Bull, O.B.;Beethoven Hall;Lectures;Town Marshals;Holland, Jerry;Card, John;New Brunswick Telephone Company;Telephones;Wiggins, C.F. Rev.;Rainnie, James;Estabrooks, Helena;Class of 1901;Fawcett, Charles;Crossman, S.A.;Class of 1900;Piano Music",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: Frigid Weather - A Budget of News of the Townspeople - Successful Concert,"Smith, Alfred Deane",,,Saint John Globe
4802,object04802,record,,,,,Sackville News: The Prosperity of the Academy - Something of the People of the Institution,"Smith, Alfred Deane",Saint John Globe,,,,,"January 28, 1907",,,,,"Palmer, James Marshall 1861-1945;Principals;Borders;Residences;Cochrane, Florence;Eaton, Stella;YWCA;Concerts;Landry, Pierre Amand 1846 - 1916;Debating;Cahill, Charles Judge;York Street;Commercial Buildings;Renovations;Ladies College;Music;Heartz, W.H.;Curling;Borden, Byron Crane;At Homes;Pipes, W.T.;Wheaton, M.;Crimes;School Houses;Pianos;Mason and Rich;Kettle Drums;Coulthard, Helen;Sports;Skating Parties;Archibald, Raymond Clare;Russel, Judge;Debates;Cathcart, Mr.;Trials",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: The Prosperity of the Academy - Something of the People of the Institution,"Smith, Alfred Deane",,,Saint John Globe
4803,object04803,record,,,,,Sackville News,"Smith, Alfred Deane",Saint John Globe,,,,,"February 5, 1907",,,,,"Borden, Byron Crane;Travelling;Europe;Tours;Student Trips;Bayley, Sedgewick;Class of 1898;West;Emigration",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News,"Smith, Alfred Deane",,,Saint John Globe
4804,object04804,record,,,,,Sackville News: The Civic Elections - The Lowerison Estate - Going to Europe - An Excellent Concert,"Smith, Alfred Deane",Saint John Globe,,,,,"February 11, 1907",,,,,"Municiple Elections;Wood, Josiah 1843-1927;Mayors;Harrison, Frank;Pickard, Charles;Aldermen;Sackville Hay and Feed Company;Sackville Telephone Company;Telephone Companies;Phinney, Alderman;Fawcett, W.R.;Wheeler, Ralph;Wheeler, Roy;Class of 1906;Class of 1907;Ruggles, Julia;Trites, Raleigh;Emmerson, F.W.;Judges;Probate;Lowerison, Robert A.;Carter, Bradford;Woodworking;Gordon, John;Europe;Tours;Student Trips;Orchestras;Recitals;Hemming, Kate;Wills;Hay;Prices;Indian Corn;Telephones;Town Councils;Gorden, Alva Hovey;Concerts;Archibald, Raymond Clare;Beethoven Hall;Hemming, Kate;Redden, Jennie;Lusby, Lennie",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: The Civic Elections - The Lowerison Estate - Going to Europe - An Excellent Concert,"Smith, Alfred Deane",,,Saint John Globe
4805,object04805,record,,,,,Sackville News: Some Useful Catalogues - Personal - The State of Public Health,"Smith, Alfred Deane",Saint John Globe,,,,,"February 18, 1907",,,,,"Ladies College;Alumnae Society;Archibald, Raymond Clare;Archives;Student Data;Graduates;Smith, Ernest;Palmer, Hazel;Statistics;Fund Raising;Beer, Edgar;Class of 1903;Klondyke;Gold;Rainnie, Roland;Read, Robert;Powell, H.A. Mrs.;Travelling;Diseases;Knapp, Henry;Sangster, Dr.;Medical Doctors;Dentists;Read, Henry C.",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: Some Useful Catalogues - Personal - The State of Public Health,"Smith, Alfred Deane",,,Saint John Globe
4806,object04806,record,,,,,Sackville News: Personal and other Items Gleaned from the Town - At Home at University,"Smith, Alfred Deane",Saint John Globe,,,,,"February 25, 1907",,,"FT: excerpt:   Captain Ernest Anderson, who for the last two months, has been home in Sackville with his family, left yesterday for Hamburg to resume command of the noble 1600 ton steel ship Machrihanish, which has recently dischared a cargo of salt petre from Australia and will soon sail thither again for a similar cargo.",,"Paisley, Charles H.;Manaton, Rev.;Dorchester;Watson, William Gladstone;Andrews, Wilbur W.;Sermons;Evolution;Microscopes;Science;Cary-Foster Bridge;Barometers;Evans, Edwin;Hamburg;Machrinhanish (Ship);Goodwin, E.C.;Obituaries;Tuburculosis;Diseases;Harper, Joseph Mrs.  -1907;NB and PEI Railway;Intercolonial Railway;YMCA;Outerbridge, Howard W.;Science Building;Boal, Fred;Deafness;Deaf People;Methodist Church;Ladies College;Avard, Norman T.;Class of 1903;Sangster, J.W.;Dentists;Health Resorts;Anderson, Ernest L. Captain;Captains;Machrihanish (SS);Goodwin, Nettie  - 1907;Baie Verte;Harper, Bedford;Harper, Fred;Fawcett, W.B.;ICR;Intercolonial Railway;At Homes;Allison, David",M 5461,"W.P. Bell Collection of Acadiana, Microform Room",Sackville News: Personal and other Items Gleaned from the Town - At Home at University,"Smith, Alfred Deane",,,Saint John Globe
